"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"vhklfgt","25916","1","Helper T Cell","Cells at Work!","2","Sun, 20 Aug 2023 06:52:55 GMT","1692514375910","9","","","","No","No","anime","","1","0","2","982530409730564097","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"vhk82vr","56604","1","Milfeulle Sakuraba","Galaxy Angel","0","Sun, 20 Aug 2023 05:44:15 GMT","1692510255004","1","","","","No","No","pink","","1","0","0","951061980960157746","353718806025207808","648031568756998155","0","F","S","S","F","F","F","D","",""
"vhk8vm9","17501","2","Veldora Tempest","That Time I Got Reincarnated as a Slime","3","Sun, 20 Aug 2023 05:33:11 GMT","1692509591966","127","","","","No","No","bignumber","","182","0","3","353718806025207808","353718806025207808","876904008319643699","69","F","S","S","S","A","F","D","",""
"vhktj63","56493","1","Litia","When Supernatural Battles Became Commonplace","1","Sun, 20 Aug 2023 05:22:07 GMT","1692508927929","4","","","","No","No","pink","","1","0","1","1141066924055351346","353718806025207808","648031568756998155","1","F","S","S","F","F","F","D","",""
"vhk8f4r","56264","1","Ribombee","Pokémon Sun & Moon","4","Sun, 20 Aug 2023 05:11:26 GMT","1692508286661","49","","","","No","No","game","","1","0","4","162623908237803521","353718806025207808","648031568756998155","21","F","S","S","F","F","F","D","",""
"vhkfnn7","56013","1","Karin Mibu","Prism Ark","2","Sun, 20 Aug 2023 04:49:58 GMT","1692506998327","2","","","","No","No","pink","","0","0","2","817358510018527262","353718806025207808","648031568756998155","1","F","S","S","F","F","F","D","",""
"vhk963w","56401","1","Gumi's Crush","40meterP – Crouching Start","1","Sun, 20 Aug 2023 04:39:40 GMT","1692506380289","1","","","","No","No","music","","1","0","1","735780648660500560","353718806025207808","648031568756998155","0","F","S","S","F","F","F","D","",""
"vhkrv9k","23330","1","Zeno Zoldyck","Hunter x Hunter","4","Sun, 20 Aug 2023 00:04:23 GMT","1692489863209","170","","","","No","No","anime","","28","0","4","353718806025207808","353718806025207808","876904008319643699","93","F","S","S","S","A","F","D","",""
"vhkplg2","55979","1","Hideki Ishida","Kuroko's Basketball 3","4","Sat, 19 Aug 2023 22:31:30 GMT","1692484290606","41","","","","No","No","anime","","1","0","4","353718806025207808","353718806025207808","876904008319643699","23","F","S","S","S","S","F","D","",""
"vhkwl51","9023","2","Haruhi Suzumiya","The Melancholy of Haruhi Suzumiya","2","Sat, 19 Aug 2023 14:06:31 GMT","1692453991013","58","","","","No","No","bignumber","","136","0","2","353718806025207808","353718806025207808","876904008319643699","34","F","S","S","S","A","F","D","",""
"vhk2lpf","56137","1","Lilymon","Digimon Adventure","4","Sat, 19 Aug 2023 13:06:14 GMT","1692450374214","31","","","","No","No","pink","","6","0","4","353718806025207808","353718806025207808","876904008319643699","18","F","S","S","S","A","F","D","",""
"vhk22lk","56200","1","Anisakis","Cells at Work!","0","Sat, 19 Aug 2023 10:49:27 GMT","1692442167067","1","","","","No","No","anime","","1","0","0","353718806025207808","353718806025207808","876904008319643699","0","F","S","S","S","S","F","D","",""
"7z2svl","38970","1","Shirokuma","Danganronpa Another Episode: Ultra Despair Girls","2","Sat, 19 Aug 2023 10:44:15 GMT","1692441855713","22","","","","No","No","danganronpa","","1","0","2","800036204426690571","772239344685416489","800302131868336139","11","F","S","F","F","F","F","C","",""
"vhk215d","56121","1","Caserin","Pokémon Chronicles","1","Sat, 19 Aug 2023 10:37:07 GMT","1692441427356","5","","","","No","No","game","","1","0","1","241976974099218432","353718806025207808","648031568756998155","1","F","S","S","F","F","F","D","",""
"vhm798l","55901","1","Yuuto Kamishiro","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","3","Sat, 19 Aug 2023 06:26:53 GMT","1692426413463","20","","","","No","No","danganronpa","","1","0","3","518744945574543384","1120120218312790077","648031568756998155","9","F","S","F","F","F","F","D","",""
"vhk008t","32857","2","Knov","Hunter x Hunter (2011)","4","Sat, 19 Aug 2023 05:45:37 GMT","1692423937546","161","","","","No","No","anime","","8","0","4","353718806025207808","353718806025207808","876904008319643699","89","F","S","S","S","S","F","D","",""
"vhkvfjb","56314","1","Clarion","Pandora in the Crimson Shell: Ghost Urn","2","Sat, 19 Aug 2023 05:24:23 GMT","1692422663619","7","","","","No","No","pink","","1","0","2","340561643274502174","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"vhwc7f0","56343","1","Bulbasaurtwo","Pokémon: The Origin of Mewtwo","1","Sat, 19 Aug 2023 04:55:32 GMT","1692420932270","11","","","","No","No","game","","4","0","1","130312879890104320","353718806025207808","648031568756998155","5","F","S","S","F","F","F","D","",""
"vhkvwgm","54158","1","Cryogonal","Pokémon: Black & White","2","Sat, 19 Aug 2023 04:43:25 GMT","1692420205877","11","","","","No","No","game","","1","0","2","353718806025207808","353718806025207808","876904008319643699","6","F","S","S","S","S","F","D","",""
"vq71wbv","23323","1","Ryoma Hoshi","Danganronpa V3: Killing Harmony","2","Sat, 19 Aug 2023 03:54:05 GMT","1692417245620","29","","","","No","No","danganronpa","","12","1","2","180889292783091712","735745690432700470","648031568756998155","13","F","S","F","F","S","D","D","",""
"vhwcx60","56070","1","Foongus","Pokémon: Black & White","3","Sat, 19 Aug 2023 03:36:06 GMT","1692416166301","30","","","","No","No","game","","1","0","3","405795845443682317","353718806025207808","876904008319643699","15","F","S","S","F","F","F","D","",""
"vhwcl95","55797","1","Nanao Hidaka","Dream Festival! R","0","Sat, 19 Aug 2023 02:49:01 GMT","1692413341222","1","","","","No","No","pink","","0","0","0","834002107140145164","353718806025207808","648031568756998155","0","F","S","S","F","F","F","D","",""
"vhw6vkd","505","2","Michael","The Alchemist Code","3","Sat, 19 Aug 2023 02:26:57 GMT","1692412017281","55","","","","No","No","lownumber","","0","0","3","224035959300292608","353718806025207808","876904008319643699","33","F","S","S","F","F","F","A","",""
"xcks43","45913","1","San-D","Danganronpa 3: The End of Hope's Peak Academy - Despair Arc","3","Sat, 19 Aug 2023 00:26:48 GMT","1692404808474","32","","","","No","No","danganronpa","","6","0","3","843822406833012766","843822406833012766","881972858442629150","16","F","S","F","F","B","F","D","",""
"vhwxkp6","55929","1","Kanichi Takimura","Death Note","1","Sat, 19 Aug 2023 00:19:21 GMT","1692404361328","4","","","","No","No","anime","","1","0","1","442095946684170250","353718806025207808","648031568756998155","1","F","S","S","F","C","F","D","",""
"v0dvhnz","17059","2","Touko Fukawa","Danganronpa: The Animation","2","Fri, 18 Aug 2023 23:08:44 GMT","1692400124811","69","","","","No","No","danganronpa","","42","6","2","825459833859866635","936534769813057597","648031568756998155","38","F","S","F","F","S","S","D","",""
"vhwdq5k","36010","1","Riki Takeuchi","The Disastrous Life of Saiki K.","1","Fri, 18 Aug 2023 22:59:43 GMT","1692399583649","6","","","","No","No","anime","","1","0","1","619259353932890133","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"vhw4f7x","8556","4","Brady","Fire Emblem Awakening","1","Fri, 18 Aug 2023 11:31:38 GMT","1692358298024","15","","","","No","No","game","","1","2","1","424948222989959168","353718806025207808","648031568756998155","8","F","S","S","F","A","C","D","",""
"vhw4gpw","56342","1","Infernape","Pokémon: Diamond & Pearl","1","Fri, 18 Aug 2023 11:10:37 GMT","1692357037970","10","","","","No","No","game","","12","0","1","721390726230835220","353718806025207808","648031568756998155","5","F","S","S","F","F","F","D","",""
"vhwp759","55682","1","Rashual Bid","Death Note","2","Fri, 18 Aug 2023 10:59:58 GMT","1692356398250","6","","","","No","No","anime","","1","0","2","1107996334771929200","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"vhwp91t","16614","2","Shea Haulia","Arifureta: From Commonplace to World's Strongest","1","Fri, 18 Aug 2023 10:49:29 GMT","1692355769362","22","","","","No","No","hot","","48","0","1","353718806025207808","353718806025207808","876904008319643699","14","F","S","S","S","A","F","D","",""
"vhw4c05","54187","1","Bianca's Minccino","Pokémon: Black & White","2","Fri, 18 Aug 2023 10:39:16 GMT","1692355156213","16","","","","No","No","game","","3","0","2","746430945954889728","353718806025207808","648031568756998155","6","F","S","S","F","F","F","D","",""
"vhw49wx","56235","1","School Dean","Assassination Classroom","2","Fri, 18 Aug 2023 09:57:02 GMT","1692352622044","4","","","","No","No","anime","","1","0","2","734012381151363123","353718806025207808","648031568756998155","1","F","S","S","F","F","F","D","",""
"vhw4mlb","56417","1","Igglybuff","Pokémon: Pikachu and Pichu","3","Fri, 18 Aug 2023 09:36:28 GMT","1692351388364","33","","","","No","No","game","","1","0","3","471666068482424852","353718806025207808","648031568756998155","16","F","S","S","F","C","F","D","",""
"vhwzh22","50261","1","Goh's Male Nidoran","Pokémon Journeys: The Series","1","Fri, 18 Aug 2023 09:25:59 GMT","1692350759362","6","","","","No","No","game","","1","0","1","787889526047637574","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"vhwzx31","13828","2","Mallow's Bounsweet","Pokémon Sun & Moon","2","Fri, 18 Aug 2023 09:12:20 GMT","1692349940200","26","","","","No","No","game","","4","0","2","353718806025207808","353718806025207808","876904008319643699","14","F","S","S","S","F","F","D","",""
"vhwzkqn","22864","1","Sumire Hara","Assassination Classroom","4","Fri, 18 Aug 2023 08:14:14 GMT","1692346454920","36","","","","No","No","anime","","2","0","4","448660225936064512","353718806025207808","648031568756998155","16","F","S","S","F","F","F","D","",""
